gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,child_num_over_five,duplicated_num,before_employed,house_owner
1,1,0,0,12.323855681186558,0,4,1,1,36.131506849315066,0.4836092813015142,0,0,0,10,2.0,33.0,2.0,False,3,35.647897568013555,True
1,1,1,0,11.813030057420567,0,1,1,1,32.224657534246575,2.347322699162738,1,0,1,8,2.0,18.0,0.0,False,2,29.87733483508384,True
0,0,1,0,11.813030057420567,4,1,1,1,36.43561643835616,1.697498966630303,0,0,0,8,2.0,2.0,0.0,False,6,34.73811747172586,True
1,0,1,0,12.218495165528733,4,4,1,1,52.602739726027394,0.6667750762207493,0,1,0,6,2.0,30.0,2.0,False,3,51.93596464980664,True
1,1,1,1,12.506177237980513,4,4,1,1,39.69315068493151,1.6985019757414723,0,1,0,8,3.0,22.0,0.0,False,5,37.99464870919004,True
0,1,0,0,12.323855681186558,4,1,0,1,39.55616438356165,2.036762801642935,0,0,0,10,2.0,20.0,2.0,False,8,37.51940158191872,True
0,1,0,0,12.323855681186558,4,1,3,1,55.342465753424655,1.33500106673234,1,1,0,0,1.0,14.0,2.0,False,2,54.00746468669232,True
1,1,1,0,13.279367126213993,0,4,1,5,45.62465753424657,1.7064900361901605,0,0,0,4,2.0,8.0,2.0,False,5,43.91816749805641,True
0,0,1,0,12.218495165528733,4,4,1,1,37.21095890410959,2.352548736664461,0,0,0,15,2.0,41.0,2.0,False,1,34.85841016744513,True
1,1,1,2,11.630708500626612,4,4,1,1,35.676712328767124,1.68335017072087,0,0,0,8,4.0,39.0,2.0,False,5,33.99336215804625,True
1,1,1,0,11.41751528016557,4,4,1,1,59.45205479452055,2.0342578799538305,0,0,0,8,2.0,21.0,1.0,False,2,57.41779691456672,True
0,0,1,2,11.502875129116727,0,1,1,1,34.93698630136986,0.7822112438673171,0,1,0,0,4.0,19.0,2.0,False,5,34.15477505750255,True
1,0,0,1,12.506177237980513,4,4,1,1,27.24109589041096,0.9233887687731956,1,0,0,10,3.0,35.0,0.0,False,7,26.317707121637763,True
0,0,0,0,11.119882876860622,4,4,1,1,27.295890410958904,1.8147801202184357,0,0,0,15,2.0,8.0,1.0,False,4,25.481110290740467,True
1,0,0,0,12.419165860990882,4,1,0,1,41.43835616438356,0.4351568979155673,0,0,0,4,2.0,26.0,2.0,False,4,41.003199266468,True
1,1,0,0,12.911642346088676,4,1,1,1,51.10958904109589,2.279021979265905,1,1,0,6,2.0,4.0,0.0,False,4,48.83056706182998,True
0,0,0,0,11.813030057420567,1,4,4,1,57.80821917808219,0.0,0,1,0,12,1.0,24.0,2.0,False,2,57.80821917808219,True
0,1,1,0,12.58621994565405,0,1,1,1,50.43561643835616,2.355151549169804,0,0,0,15,2.0,48.0,2.0,False,5,48.08046488918636,True
0,0,1,0,11.502875129116727,1,4,1,1,64.61643835616438,0.0,0,0,0,12,2.0,4.0,2.0,False,3,64.61643835616438,True
0,0,1,0,13.279367126213993,0,4,1,1,51.66575342465753,1.87285536288625,0,1,0,12,2.0,12.0,2.0,False,2,49.79289806177128,True
0,1,0,1,11.407564949312402,4,4,1,1,38.221917808219175,1.3903955288641054,1,0,0,15,3.0,4.0,2.0,False,2,36.83152227935507,True
1,1,1,0,13.112313041550829,4,2,1,5,24.43013698630137,1.3903955288641054,0,0,1,4,2.0,10.0,2.0,False,1,23.039741457437263,True
0,0,1,0,10.896739325546411,1,4,1,1,65.87397260273973,0.0,0,1,0,12,2.0,37.0,2.0,False,3,65.87397260273973,True
0,1,1,2,12.631340380934516,2,1,1,1,37.0986301369863,2.473425467414044,0,0,0,3,4.0,42.0,2.0,False,1,34.625204669572256,True
0,0,0,1,11.502875129116727,4,4,1,1,42.81095890410959,0.7683308948349115,0,0,0,12,3.0,2.0,1.0,False,2,42.04262800927468,True
0,0,1,0,12.100712129872347,4,4,1,1,37.96164383561644,2.2242532497241387,0,0,0,8,2.0,24.0,2.0,False,2,35.73739058589231,True
0,1,1,0,11.779128505744886,4,4,1,1,44.21095890410959,3.2857404057533195,0,1,0,8,2.0,29.0,2.0,False,5,40.92521849835627,True
0,0,1,0,12.323855681186558,0,1,3,1,46.66027397260274,1.0148335391360708,0,0,0,3,1.0,3.0,1.0,False,8,45.64544043346667,True
0,0,1,0,11.877568578558138,1,4,1,1,63.92876712328767,0.0,0,0,0,12,2.0,23.0,2.0,False,5,63.92876712328767,True
0,0,1,0,12.793859310432293,1,1,1,1,62.97260273972603,0.0,0,1,0,12,2.0,25.0,2.0,False,5,62.97260273972603,True
1,1,1,0,11.630708500626612,1,4,2,1,58.62191780821918,0.0,0,0,0,12,1.0,1.0,1.0,False,1,58.62191780821918,True
1,1,0,1,12.506177237980513,0,1,1,1,31.15890410958904,1.559441541637804,0,0,0,10,3.0,15.0,2.0,False,3,29.59946256795124,True
0,1,1,0,12.323855681186558,4,1,1,1,47.67671232876712,2.265750571715012,0,1,0,3,2.0,40.0,1.0,False,4,45.41096175705211,True
1,1,1,0,12.66032791780777,4,1,1,1,42.701369863013696,2.316731139550951,0,0,0,10,2.0,21.0,2.0,False,4,40.38463872346274,True
1,1,0,0,11.119882876860622,0,4,3,2,24.78630136986301,1.0857444640567169,0,0,0,17,1.0,32.0,2.0,False,2,23.70055690580629,True
0,0,1,0,10.60905725309463,4,4,1,1,34.87397260273973,2.675753407405314,1,0,0,1,2.0,10.0,2.0,False,4,32.19821919533441,True
1,0,1,1,11.877568578558138,4,4,1,1,37.701369863013696,2.1546252559548025,0,0,0,8,3.0,4.0,1.0,False,1,35.54674460705889,True
0,0,1,2,11.967180737247824,0,1,1,1,33.24657534246575,1.4659154836269803,0,0,0,6,4.0,2.0,1.0,False,4,31.78065985883877,True
0,0,0,0,12.100712129872347,4,4,1,1,28.24383561643836,1.6884263237527306,0,0,0,8,2.0,14.0,1.0,False,6,26.55540929268563,True
0,0,1,0,11.967180737247824,4,1,1,1,42.36164383561644,2.212030709728248,0,0,1,11,2.0,59.0,2.0,False,3,40.1496131258882,True
1,0,1,0,11.302204433654577,0,1,3,1,27.052054794520547,1.8377189292754128,0,1,0,8,1.0,39.0,2.0,False,7,25.214335865245133,True
1,1,0,2,12.218495165528733,4,4,1,1,43.57260273972603,2.431448071263233,0,0,0,8,4.0,54.0,2.0,False,10,41.1411546684628,True
0,0,0,0,12.768541502448002,0,1,1,1,59.106849315068494,1.3766590491362185,0,1,0,12,2.0,4.0,2.0,False,4,57.73019026593228,True
0,0,1,0,12.100712129872347,1,4,1,1,63.75068493150685,0.0,0,1,0,12,2.0,34.0,2.0,False,5,63.75068493150685,True
0,0,1,1,11.119882876860622,4,4,1,1,28.356164383561644,0.4700036292457356,1,1,0,15,3.0,25.0,2.0,False,1,27.88616075431591,True
0,1,1,0,12.66032791780777,0,4,1,1,42.88493150684931,2.776860407505084,0,0,1,3,2.0,34.0,2.0,False,7,40.10807109934423,True
0,1,0,0,12.66032791780777,0,1,1,1,37.14246575342466,0.9576167089628989,1,1,0,12,2.0,15.0,2.0,False,10,36.18484904446176,True
0,0,0,0,11.813030057420567,4,1,3,1,26.898630136986306,0.885690291425438,0,0,0,3,1.0,7.0,1.0,False,3,26.01293984556087,True
0,1,1,0,11.630708500626612,4,4,1,1,34.76712328767123,0.4903433134828582,1,0,0,15,2.0,23.0,1.0,False,1,34.27677997418837,True
0,1,1,1,12.323855681186558,4,1,2,1,40.59178082191781,1.7193360626443144,0,0,0,3,2.0,2.0,0.0,False,2,38.87244475927349,True
0,0,1,0,12.419165860990882,0,4,0,1,48.93698630136986,0.4579449129256079,0,0,0,8,2.0,2.0,1.0,False,4,48.47904138844426,True
1,1,1,0,11.813030057420567,4,4,1,1,28.257534246575343,1.290778680749716,0,0,1,15,2.0,-0.0,0.0,False,1,26.966755565825625,True
0,1,1,0,12.283033686666302,4,1,0,1,41.84657534246576,1.5889556021509676,0,0,1,0,2.0,53.0,2.0,False,1,40.2576197403148,True
0,0,0,2,12.100712129872347,4,1,1,1,32.61643835616438,1.7329881518126415,0,0,0,6,4.0,38.0,1.0,False,4,30.88345020435174,True
1,1,1,0,11.813030057420567,1,4,1,1,64.55616438356165,0.0,0,1,0,12,2.0,27.0,2.0,False,4,64.55616438356165,True
1,1,0,0,12.125404742462718,4,4,1,2,49.35068493150685,1.465282772438521,0,0,0,8,2.0,41.0,1.0,False,3,47.88540215906833,True
1,1,1,1,11.630708500626612,4,4,1,1,34.44109589041096,0.8045170013816154,1,0,1,4,3.0,45.0,2.0,False,6,33.63657888902935,True
0,0,1,0,12.506177237980513,0,4,4,1,36.35616438356164,0.4970323016336548,1,1,1,3,1.0,56.0,2.0,False,4,35.85913208192799,True
0,1,1,0,12.793859310432293,0,4,1,1,55.92328767123288,2.7643355804830607,0,0,0,10,2.0,45.0,2.0,False,1,53.15895209074981,True
1,0,0,0,13.017002861746503,0,2,1,1,39.63013698630137,2.5141550789142326,1,1,0,10,2.0,59.0,2.0,False,5,37.11598190738714,True
0,0,1,0,10.714417768752456,2,4,1,1,55.342465753424655,3.2870720320704514,1,0,0,1,2.0,30.0,2.0,False,2,52.05539372135421,True
0,1,1,0,12.218495165528733,4,4,1,1,51.35342465753425,2.217713392883737,0,0,0,13,2.0,20.0,2.0,False,5,49.13571126465051,True
1,1,1,1,11.813030057420567,0,4,1,1,33.397260273972606,1.062346110683715,0,0,0,8,3.0,5.0,2.0,False,2,32.33491416328889,True
0,0,1,0,12.218495165528733,0,4,3,1,52.2,2.392651160393269,0,0,0,6,1.0,22.0,1.0,False,4,49.80734883960673,True
0,0,1,0,12.100712129872347,1,4,1,1,65.12328767123287,0.0,0,0,0,12,2.0,26.0,2.0,False,12,65.12328767123287,True
1,0,1,0,11.285397315338194,1,4,1,1,44.057534246575344,0.0,0,1,0,12,2.0,14.0,2.0,False,3,44.057534246575344,True
1,0,1,0,13.017002861746503,0,4,1,1,64.86027397260274,1.9047619434736105,0,0,0,17,2.0,56.0,2.0,False,1,62.95551202912913,True
1,1,1,0,11.967180737247824,4,4,0,1,25.67945205479452,1.4633822333805468,0,0,0,4,2.0,46.0,2.0,False,3,24.21606982141397,True
1,1,1,0,13.017002861746503,0,1,3,1,29.69041095890411,0.9597175500717108,0,0,1,15,1.0,5.0,2.0,False,4,28.7306934088324,True
0,0,0,0,12.506177237980513,2,4,2,1,53.04931506849315,3.5492236704873,0,1,1,11,1.0,35.0,2.0,False,10,49.50009139800585,True
0,0,1,0,11.813030057420567,4,1,1,1,60.58082191780822,3.1889531208059814,0,0,0,13,2.0,9.0,2.0,False,4,57.39186879700224,True
0,0,1,0,11.302204433654577,4,4,1,1,53.865753424657534,2.2348634288361544,1,1,0,10,2.0,2.0,1.0,False,4,51.63088999582138,True
0,0,0,1,11.813030057420567,0,4,1,1,33.61369863013699,0.9763672583082746,0,0,0,10,3.0,12.0,2.0,False,3,32.637331371828715,True
1,1,0,0,12.66032791780777,4,1,1,1,43.35616438356164,2.415179653711612,1,1,0,10,2.0,12.0,2.0,False,4,40.94098472985003,True
1,1,1,0,12.323855681186558,0,1,3,1,43.81917808219178,2.073258079861642,0,1,0,15,1.0,7.0,0.0,False,3,41.74592000233014,True
1,1,1,0,11.813030057420567,0,4,1,1,27.353424657534248,2.096756521880116,0,0,0,8,2.0,5.0,2.0,False,2,25.25666813565413,True
0,0,0,1,11.407564949312402,4,4,1,1,44.15890410958904,1.8511477643893104,0,1,0,12,3.0,47.0,2.0,False,5,42.30775634519973,True
0,1,0,1,12.631340380934516,4,1,1,1,25.506849315068493,1.7222772412351306,0,0,0,12,3.0,4.0,1.0,False,1,23.784572073833363,True
0,0,1,0,11.938193200374572,4,1,3,1,29.48493150684932,1.054741511298496,0,1,0,3,1.0,22.0,2.0,False,7,28.430189995550823,True
0,0,1,0,11.744037185933616,4,4,1,1,62.49589041095891,1.9629846810589988,1,1,0,6,2.0,13.0,2.0,False,6,60.53290572989991,True
1,1,1,0,12.66032791780777,0,1,1,1,35.1945205479452,0.3710910782758078,0,0,0,10,2.0,57.0,2.0,False,1,34.82342946966939,True
1,1,1,1,12.323855681186558,4,4,1,1,44.31506849315068,2.014354925159949,0,0,0,4,3.0,44.0,2.0,False,2,42.300713567990734,True
0,0,0,0,12.173032791451972,4,4,3,1,48.83835616438356,0.4386967246206915,0,1,0,8,1.0,4.0,2.0,False,1,48.39965943976287,True
0,0,1,2,11.407564949312402,0,4,1,1,47.62739726027397,1.4153210361704829,0,0,0,2,4.0,36.0,1.0,False,1,46.21207622410349,True
1,1,1,2,11.813030057420567,4,1,1,1,31.68219178082192,2.204503954339121,0,0,1,10,4.0,43.0,2.0,False,2,29.4776878264828,True
0,0,0,0,11.302204433654577,1,4,1,1,57.31506849315068,0.0,0,0,0,12,2.0,49.0,2.0,False,1,57.31506849315068,True
0,1,1,1,12.854483932248728,4,4,1,1,39.224657534246575,2.144408053408148,0,0,0,10,3.0,11.0,2.0,False,1,37.080249480838425,True
0,0,1,0,12.218495165528733,0,4,1,1,44.30958904109589,1.046116637516736,0,0,0,15,2.0,27.0,2.0,False,4,43.26347240357916,True
0,0,1,0,11.630708500626612,4,1,1,1,50.02465753424657,2.8195834072685786,0,1,0,15,2.0,47.0,2.0,False,1,47.20507412697799,True
0,0,1,2,11.877568578558138,4,4,1,1,33.95342465753425,1.8049145693501023,1,1,0,2,4.0,-0.0,1.0,False,2,32.148510088184146,True
0,0,1,0,11.967180737247824,1,4,4,1,58.895890410958906,0.0,0,0,0,12,1.0,4.0,1.0,False,5,58.895890410958906,True
0,0,0,0,11.877568578558138,4,4,1,2,45.59178082191781,3.345134258183622,1,1,0,15,2.0,35.0,2.0,False,7,42.24664656373419,True
0,1,1,2,12.554967402149943,2,1,1,1,35.347945205479455,2.508596420910405,0,0,0,3,4.0,39.0,2.0,False,4,32.83934878456905,True
0,0,1,0,12.218495165528733,4,4,1,1,53.23561643835617,2.8935630074702283,0,0,0,6,2.0,48.0,2.0,False,6,50.34205343088594,True
0,1,1,2,11.407564949312402,0,4,1,1,42.53424657534247,2.3221190836197048,0,0,0,0,4.0,55.0,2.0,False,1,40.21212749172277,True
1,0,1,0,12.793859310432293,0,4,1,1,34.2,2.490371144260079,0,0,0,10,2.0,42.0,2.0,False,9,31.70962885573992,True
0,1,0,1,12.075394321888057,0,4,3,2,32.07945205479452,2.6845805846393422,0,0,0,8,2.0,45.0,2.0,False,5,29.39487147015518,True
1,1,1,1,12.793859310432293,0,1,1,1,45.30684931506849,0.7529656757708555,0,1,1,8,3.0,30.0,2.0,False,4,44.55388363929764,True
0,0,1,1,11.630708500626612,4,4,1,1,37.64657534246575,2.7281213929226307,0,0,0,8,3.0,38.0,1.0,False,3,34.91845394954312,True
1,0,0,1,12.66032791780777,4,4,1,1,48.04657534246575,1.7564398128476917,0,0,0,8,3.0,11.0,2.0,False,1,46.29013552961806,True
0,0,1,0,12.601487417784837,0,4,3,4,42.51780821917808,2.288513954496539,0,0,0,8,1.0,1.0,0.0,False,8,40.22929426468154,True
0,1,0,0,12.218495165528733,0,4,0,5,38.98082191780822,2.747446522298791,0,1,0,12,2.0,33.0,0.0,False,7,36.23337539550943,True
0,0,0,0,12.323855681186558,0,1,1,1,28.92876712328767,0.7771861076646442,1,1,0,4,2.0,35.0,2.0,False,6,28.151581015623027,True
0,1,0,1,12.86617997201192,4,1,1,1,36.07671232876712,2.085927312836426,0,0,0,10,3.0,22.0,2.0,False,4,33.9907850159307,True
0,1,1,0,11.813030057420567,1,4,4,1,62.989041095890414,0.0,0,0,0,12,1.0,6.0,2.0,False,4,62.989041095890414,True
1,1,0,1,12.729320789294722,0,1,2,1,42.00821917808219,0.4298235519402048,0,1,0,10,2.0,23.0,0.0,False,2,41.57839562614199,True
0,0,0,1,12.323855681186558,0,4,0,1,34.63013698630137,0.7386704355840289,0,0,0,0,3.0,29.0,2.0,False,3,33.89146655071735,True
0,1,1,1,12.323855681186558,0,4,1,1,37.23561643835617,2.2918426676949664,0,0,0,15,3.0,46.0,2.0,False,2,34.9437737706612,True
0,0,1,0,10.896739325546411,1,4,1,1,66.75890410958904,0.0,0,0,0,12,2.0,2.0,0.0,False,1,66.75890410958904,True
0,1,0,0,11.967180737247824,0,4,1,1,37.23287671232877,1.3057378228278724,0,1,0,12,2.0,39.0,2.0,False,3,35.927138889500895,True
1,1,1,1,12.100712129872347,4,1,1,5,32.64931506849315,1.7232557148944103,1,0,0,8,3.0,15.0,0.0,False,1,30.926059353598745,True
0,1,1,1,11.630708500626612,0,1,0,1,28.90684931506849,2.221285888496337,0,0,1,3,3.0,12.0,2.0,False,10,26.68556342657216,True
1,1,1,0,12.793859310432293,4,1,1,1,61.52328767123288,1.84033217118069,0,1,0,10,2.0,11.0,2.0,False,1,59.68295550005219,True
0,1,1,0,12.45488394359296,0,4,1,1,37.865753424657534,1.369719396025678,0,0,1,3,2.0,45.0,2.0,False,4,36.496034028631854,True
0,1,0,0,12.100712129872347,4,4,1,1,28.35890410958904,1.530809728963477,0,0,0,12,2.0,8.0,2.0,False,3,26.828094380625565,True
0,1,0,0,12.218495165528733,2,4,1,1,53.69315068493151,3.517863609242665,0,1,0,11,2.0,7.0,2.0,False,6,50.17528707568884,True
0,0,0,0,12.419165860990882,4,1,1,1,38.72876712328768,3.057484382000296,1,1,0,10,2.0,6.0,1.0,False,7,35.671282741287385,True
0,0,1,0,11.967180737247824,4,1,1,1,34.74246575342466,1.0792479214863184,0,0,0,15,2.0,11.0,1.0,False,2,33.66321783193834,True
1,1,1,0,12.323855681186558,4,4,1,1,39.71506849315068,1.167422495070984,0,1,0,12,2.0,26.0,2.0,False,3,38.547645998079695,True
0,0,1,2,11.630708500626612,4,4,1,1,35.54520547945206,2.017274635263284,0,0,0,8,4.0,49.0,1.0,False,4,33.527930844188774,True
0,1,0,1,11.967180737247824,4,1,1,1,32.602739726027394,2.1688188391322907,0,0,0,8,3.0,41.0,2.0,False,2,30.433920886895105,True
1,1,1,0,12.793859310432293,0,4,1,1,42.038356164383565,0.6207237739762046,0,0,0,4,2.0,33.0,2.0,False,3,41.41763239040736,True
0,1,1,0,12.793859310432293,4,4,2,1,29.03287671232877,0.9449181256257714,1,0,0,11,1.0,35.0,2.0,False,2,28.087958586703,True
1,1,1,0,12.100712129872347,0,4,1,1,49.24657534246575,2.353590674763413,0,0,0,4,2.0,32.0,1.0,False,2,46.89298466770234,True
0,0,0,0,12.075394321888057,4,4,1,1,51.69315068493151,3.4377802668548862,1,0,0,12,2.0,46.0,2.0,False,7,48.25537041807662,True
0,0,1,0,11.407564949312402,1,4,1,1,55.78630136986301,0.0,0,0,0,12,2.0,35.0,2.0,False,5,55.78630136986301,True
1,0,1,1,11.813030057420567,4,4,2,1,45.83013698630137,1.2269934553163164,0,0,0,8,2.0,38.0,2.0,False,3,44.60314353098505,True
1,0,1,2,11.967180737247824,4,4,1,1,27.635616438356163,1.6022891330204332,0,0,0,12,4.0,44.0,2.0,False,5,26.033327305335728,True
1,0,1,1,12.218495165528733,2,1,1,1,29.46849315068493,2.008489805707552,0,0,0,3,3.0,39.0,2.0,False,5,27.46000334497738,True
0,0,1,0,11.938193200374572,1,1,1,1,59.9972602739726,0.0,0,1,0,12,2.0,51.0,1.0,False,3,59.9972602739726,True
0,1,1,1,11.184421397998191,4,4,1,1,46.94794520547945,1.4970512490385224,0,0,0,15,3.0,11.0,2.0,False,3,45.45089395644093,True
1,1,1,2,12.793859310432293,4,4,1,1,36.89041095890411,1.193507272286275,0,1,0,10,4.0,33.0,0.0,False,3,35.69690368661784,True
0,0,0,1,13.199324418540456,4,4,2,1,44.95616438356164,1.8874846729022088,1,0,0,10,2.0,60.0,2.0,False,3,43.06867971065943,True
0,0,1,0,11.952791999795725,1,4,1,1,60.394520547945206,0.0,0,0,0,12,2.0,24.0,2.0,False,5,60.394520547945206,True
1,1,1,0,12.14950229404178,4,4,1,1,57.02739726027397,1.185166940370056,0,0,1,17,2.0,3.0,1.0,False,1,55.84223031990392,True
0,0,1,0,11.845819880243557,2,1,1,1,57.58082191780822,1.2389696463630322,1,1,0,12,2.0,4.0,1.0,False,2,56.34185227144519,True
0,0,1,0,13.112313041550829,1,4,4,1,59.16712328767123,0.0,0,1,0,12,1.0,15.0,2.0,False,2,59.16712328767123,True
1,1,0,0,13.036805489042685,0,4,1,1,43.78082191780822,0.2821875531341401,1,1,0,4,2.0,14.0,2.0,False,3,43.49863436467408,True
0,0,0,0,11.967180737247824,4,4,1,1,53.97808219178082,3.3336711445128984,1,1,0,12,2.0,21.0,1.0,False,2,50.64441104726792,True
0,0,1,1,12.323855681186558,4,4,2,1,38.56712328767123,2.432651585670146,0,0,0,12,2.0,3.0,1.0,False,4,36.134471702001086,True
1,1,1,1,13.017002861746503,0,4,1,1,49.78904109589041,1.049959101418281,0,1,1,3,3.0,60.0,2.0,False,7,48.73908199447213,True
0,0,0,0,11.813030057420567,4,4,1,1,42.463013698630135,1.2181188508828418,0,0,0,13,2.0,2.0,0.0,False,5,41.2448948477473,True
1,0,1,1,11.813030057420567,4,4,1,1,43.32054794520548,3.142734173967582,0,0,0,12,3.0,49.0,1.0,False,2,40.1778137712379,True
0,0,1,0,12.14950229404178,1,4,1,1,63.24931506849315,0.0,0,0,0,12,2.0,19.0,0.0,False,3,63.24931506849315,True
0,0,1,0,12.323855681186558,0,1,1,1,29.46575342465753,1.347895228185355,0,0,1,15,2.0,15.0,2.0,False,2,28.117858196472177,True
1,0,1,0,11.630708500626612,4,4,1,1,29.32876712328768,1.5623175861856975,0,0,0,4,2.0,2.0,1.0,False,1,27.766449537101977,True
0,1,0,0,12.66032791780777,2,1,1,1,49.15068493150685,3.342135465126181,1,0,0,10,2.0,26.0,2.0,False,2,45.80854946638067,True
0,0,0,0,11.967180737247824,0,1,3,4,32.28767123287671,1.5844712897036393,0,0,0,12,1.0,22.0,1.0,False,2,30.70319994317307,True
1,0,0,0,11.744037185933616,1,4,1,1,55.583561643835615,0.0,0,0,0,12,2.0,12.0,2.0,False,1,55.583561643835615,True
1,1,1,0,12.66032791780777,0,4,1,4,46.54794520547945,1.879569613875833,0,0,0,4,2.0,19.0,2.0,False,5,44.66837559160362,True
0,1,1,0,13.487006490992238,0,1,2,1,56.96164383561644,2.6524699128414,1,1,0,10,1.0,58.0,2.0,False,8,54.309173922775045,True
0,0,1,0,11.407564949312402,1,4,1,1,56.76164383561644,0.0,0,0,0,12,2.0,5.0,0.0,False,1,56.76164383561644,True
0,0,1,2,11.119882876860622,4,1,1,1,28.167123287671235,1.2900248171633164,1,0,0,12,4.0,12.0,0.0,False,1,26.87709847050792,True
0,0,1,0,11.967180737247824,1,4,1,1,62.632876712328766,0.0,0,1,0,12,2.0,42.0,1.0,False,4,62.632876712328766,True
1,1,0,0,12.323855681186558,4,4,1,3,41.347945205479455,1.315342625147606,0,0,1,4,2.0,46.0,2.0,False,2,40.03260258033185,True
0,0,1,0,12.100712129872347,4,3,4,1,46.035616438356165,1.9602877038896735,1,1,0,1,1.0,49.0,2.0,False,4,44.07532873446649,True
